"PERMANENT_ID","lake.name","date","year","month","day","Phylum","Class","Order","Family","Genus","Species","biovol.um3.per.cell","cells.per.ml","biovol.um3.per.ml"
131843856,"Big Moose",1994-08-30,1994,8,30,"Ochrophyta","Chrysophyceae","Chromulinales","Dinobryaceae","Dinobryon","bavaricum",442,66,29172
131843856,"Big Moose",1995-06-20,1995,6,20,"Bacillariophyta","Mediophyceae","Stephanodiscales","Stephanodiscaceae","Cyclotella","sp.",1250,6,7500
131843856,"Big Moose",1995-06-20,1995,6,20,"Chlorophyta","Chlorophyceae","Oedogoniales","Oedogoniaceae","Oocystis","pusilla",163,26,4238
131843856,"Big Moose",1995-06-20,1995,6,20,"Chlorophyta","unknown","unknown","unknown","unknown","sp.under10microns",172,6,1032
131843856,"Big Moose",1995-06-20,1995,6,20,"Cryptophyta","Cryptophyceae","Cryptomonoadales","Cryptomonadaceae","Cryptomonas","erosa",838,2,1676
131843856,"Big Moose",1995-06-20,1995,6,20,"Cryptophyta","Cryptophyceae","Cryptomonoadales","Cryptomonadaceae","Cryptomonas","ovata",3163,2,6326
131843856,"Big Moose",1995-06-20,1995,6,20,"Cyanobacteria","Cyanophyceae","Synechococcophycidae","Merismopediaceae","Merismopedia","tenuissima",6,1582,9492
131843856,"Big Moose",1995-06-20,1995,6,20,"Cyanobacteria","Cyanophyceae","Synechococcophycidae","Pseudanabaenaceae","Pseudanabaena","limnetica",35,69,2415
131843856,"Big Moose",1995-06-20,1995,6,20,"Miozoa","Dinophyceae","Peridiniales","Peridiniopsidaceae","Parvodinium","inconspicuum",1010,6,6060
131843856,"Big Moose",1995-08-07,1995,8,7,"Bacillariophyta","Bacillariophyceae","Eunotiales","Eunotiaceae","Eunotia","sp.",4500,38,171000
131843856,"Big Moose",1995-08-07,1995,8,7,"Bacillariophyta","Bacillariophyceae","Fragilariales","Fragilariaceae","Fragilaria","sp.",122,3,366
131843856,"Big Moose",1995-08-07,1995,8,7,"Charophyta","Klebsormidiophyceae","Klebsormidiales","Elakatotrichaceae","Elakatothrix","gelatinosa",48,23,1104
131843856,"Big Moose",1995-08-07,1995,8,7,"Chlorophyta","Chlorophyceae","Oedogoniales","Oedogoniaceae","Oocystis","parva",227,36,8172
131843856,"Big Moose",1995-08-07,1995,8,7,"Chlorophyta","Chlorophyceae","Sphaeropleales","Selenastraceae","Kirchneriella","lunaris",25,3,75
131843856,"Big Moose",1995-08-07,1995,8,7,"Chlorophyta","unknown","unknown","unknown","unknown","sp.3to5microns",198,3,594
131843856,"Big Moose",1995-08-07,1995,8,7,"Cryptophyta","Cryptophyceae","Cryptomonoadales","Cryptomonadaceae","Cryptomonas","erosa",838,23,19274
131843856,"Big Moose",1995-08-07,1995,8,7,"Cyanobacteria","Cyanophyceae","Chroococcales","Chroococcaceae","Chroococcus","dispersus",117,1363,159471
131843856,"Big Moose",1995-08-07,1995,8,7,"Cyanobacteria","Cyanophyceae","Synechococcophycidae","Merismopediaceae","Merismopedia","tenuissima",6,13632,81792
131843856,"Big Moose",1995-08-07,1995,8,7,"Miozoa","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gymnodinium","sp.",152,23,3496
131843856,"Big Moose",1995-08-07,1995,8,7,"Miozoa","Dinophyceae","Peridiniales","Peridiniaceae","Peridinium","wisconsinense",23712,3,71136
131843856,"Big Moose",1995-08-07,1995,8,7,"Ochrophyta","Chrysophyceae","Chromulinales","Dinobryaceae","Dinobryon","bavaricum",442,64,28288
131843856,"Big Moose",1995-08-07,1995,8,7,"Ochrophyta","Raphidophyceae","Chattonellales","Vacuolariaceae","Gonyostomum","semen",79496,8,635968
131843856,"Big Moose",1995-08-07,1995,8,7,"Ochrophyta","Synurophyceae","Synurales","Mallomonadaceae","Mallomonas","caudata",9976,13,129688
131843856,"Big Moose",1995-08-07,1995,8,7,"Ochrophyta","Synurophyceae","Synurales","Mallomonadaceae","Mallomonas","pseudocoronata",813,10,8130
131843856,"Big Moose",1995-08-07,1995,8,7,"Ochrophyta","Synurophyceae","Synurales","Mallomonadaceae","Mallomonas","sp.1",750,9,6750
131843856,"Big Moose",1995-08-07,1995,8,7,"Ochrophyta","Synurophyceae","Synurales","Synuraceae","Synura","sp.",135,3,405
131843856,"Big Moose",1995-09-12,1995,9,12,"Chlorophyta","Chlorophyceae","Chlamydomonadales","Sphaerocystidaceae","Sphaerocystis","schroeteri",223,66,14718
131843856,"Big Moose",1995-09-12,1995,9,12,"Chlorophyta","Chlorophyceae","Sphaeropleales","Selenastraceae","Kirchneriella","lunaris",25,5,125
131843856,"Big Moose",1995-09-12,1995,9,12,"Chlorophyta","unknown","unknown","unknown","unknown","sp.colonial coccoid",65,19,1235
131843856,"Big Moose",1995-09-12,1995,9,12,"Cryptophyta","Cryptophyceae","Cryptomonoadales","Cryptomonadaceae","Cryptomonas","erosa",838,9,7542
131843856,"Big Moose",1995-09-12,1995,9,12,"Cyanobacteria","Cyanophyceae","Chroococcales","Chroococcaceae","Chroococcus","dispersus",117,1833,214461
131843856,"Big Moose",1995-09-12,1995,9,12,"Cyanobacteria","Cyanophyceae","Synechococcophycidae","Merismopediaceae","Merismopedia","tenuissima",6,4799,28794
131843856,"Big Moose",1995-09-12,1995,9,12,"Ochrophyta","Chrysophyceae","Chromulinales","Dinobryaceae","Chrysococcus","rufescens",144,5,720
131843856,"Big Moose",1995-09-12,1995,9,12,"Ochrophyta","Chrysophyceae","Chromulinales","Dinobryaceae","Dinobryon","bavaricum",442,19,8398
131843856,"Big Moose",1995-09-12,1995,9,12,"Ochrophyta","Synurophyceae","Synurales","Mallomonadaceae","Mallomonas","pseudocoronata",813,5,4065
131843856,"Big Moose",1995-09-12,1995,9,12,"Ochrophyta","Synurophyceae","Synurales","Mallomonadaceae","Mallomonas","sp.1",750,9,6750
131843856,"Big Moose",1996-06-26,1996,6,26,"Bacillariophyta","Bacillariophyceae","Cymbellales","Cymbellaceae","Cymbella","sp.",532,0.4963,264
131843856,"Big Moose",1996-06-26,1996,6,26,"Bacillariophyta","Bacillariophyceae","Eunotiales","Eunotiaceae","Eunotia","sp.",4502,0.2228,1003
131843856,"Big Moose",1996-06-26,1996,6,26,"Bacillariophyta","Bacillariophyceae","Surirellales","Surirellaceae","Stenopterobia","sp.",4237,0.3342,1416
131843856,"Big Moose",1996-06-26,1996,6,26,"Bacillariophyta","Bacillariophyceae","Tabellariales","Tabellariaceae","Tabellaria","fenestrata",2185,0.7799,1704
131843856,"Big Moose",1996-06-26,1996,6,26,"Bacillariophyta","Bacillariophyceae","Tabellariales","Tabellariaceae","Tabellaria","flocculosa",489,6.4518,3155
131843856,"Big Moose",1996-06-26,1996,6,26,"Bacillariophyta","Bacillariophyceae","unknown","unknown","unknown","sp.pennate1",1286,18.3629,23615
131843856,"Big Moose",1996-06-26,1996,6,26,"Cryptophyta","Cryptophyceae","Cryptomonoadales","Cryptomonadaceae","Cryptomonas","ovata",3163,29.2815,92617
131843856,"Big Moose",1996-06-26,1996,6,26,"Cryptophyta","Cryptophyceae","Pyrenomonadales","Pyrenomonadaceae","Rhodomonas","acustris var. nannoplanctica",108,31.7629,3430
131843856,"Big Moose",1996-06-26,1996,6,26,"Miozoa","Dinophyceae","Peridiniales","Peridiniaceae","Peridinium","wisconsinense",23711,0.4963,11768
131843856,"Big Moose",1996-06-26,1996,6,26,"Ochrophyta","Chrysophyceae","Chromulinales","Dinobryaceae","Dinobryon","bavaricum",442,33.7481,14917
131843856,"Big Moose",1996-06-26,1996,6,26,"Ochrophyta","Chrysophyceae","Chromulinales","Dinobryaceae","Dinobryon","sertularia",383,3.4741,1331
131843856,"Big Moose",1996-06-26,1996,6,26,"Ochrophyta","Synurophyceae","Synurales","Mallomonadaceae","Mallomonas","sp.4",813,20.8444,16947
131843856,"Big Moose",1996-07-23,1996,7,23,"Bacillariophyta","Bacillariophyceae","Fragilariales","Fragilariaceae","Fragilaria","crotonensis",426,22.9077,9759
131843856,"Big Moose",1996-07-23,1996,7,23,"Bacillariophyta","Bacillariophyceae","Tabellariales","Tabellariaaceae","Asterionella","formosa",98,3.9503,387
131843856,"Big Moose",1996-07-23,1996,7,23,"Bacillariophyta","Bacillariophyceae","Tabellariales","Tabellariaceae","Tabellaria","fenestrata",2185,20.4964,44785
131843856,"Big Moose",1996-07-23,1996,7,23,"Bacillariophyta","Bacillariophyceae","unknown","unknown","unknown","sp.pennate1",1286,33.7588,43414
131843856,"Big Moose",1996-07-23,1996,7,23,"Bacillariophyta","Mediophyceae","Stephanodiscales","Stephanodiscaceae","Cyclotella","sp.",1250,7.9005,9876
131843856,"Big Moose",1996-07-23,1996,7,23,"Chlorophyta","Chlorophyceae","Oedogoniales","Oedogoniaceae","Oocystis","parva",227,4.2198,958
131843856,"Big Moose",1996-07-23,1996,7,23,"Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae","Tetradesmus","bernardii",60,3.617,217
131843856,"Big Moose",1996-07-23,1996,7,23,"Chlorophyta","Chlorophyceae","Sphaeropleales","Selenastraceae","Kirchneriella","lunaris",8,30.7446,246
131843856,"Big Moose",1996-07-23,1996,7,23,"Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Mucidosphaerium","pulchellum",67,17.6775,1184
131843856,"Big Moose",1996-07-23,1996,7,23,"Chlorophyta","unknown","unknown","unknown","unknown","sp.3to5microns",30,43.4041,1302
131843856,"Big Moose",1996-07-23,1996,7,23,"Cryptophyta","Cryptophyceae","Cryptomonoadales","Cryptomonadaceae","Cryptomonas","erosa",838,4.8227,4041
131843856,"Big Moose",1996-07-23,1996,7,23,"Cryptophyta","Cryptophyceae","Cryptomonoadales","Cryptomonadaceae","Cryptomonas","ovata",3163,32.5531,102965
131843856,"Big Moose",1996-07-23,1996,7,23,"Cyanobacteria","Cyanophyceae","Chroococcales","Chroococcaceae","Chroococcus","sp.",160,22.9077,3665
131843856,"Big Moose",1996-07-23,1996,7,23,"Cyanobacteria","Cyanophyceae","Synechococcophycidae","Merismopediaceae","Merismopedia","tenuissima",6,118.1556,709
131843856,"Big Moose",1996-07-23,1996,7,23,"Ochrophyta","Chrysophyceae","Chromulinales","Dinobryaceae","Dinobryon","bavaricum",442,23.5106,10392
131843856,"Big Moose",1996-07-23,1996,7,23,"Ochrophyta","Synurophyceae","Synurales","Mallomonadaceae","Mallomonas","sp.3",9976,10.2482,102236
131843856,"Big Moose",1996-07-23,1996,7,23,"Ochrophyta","Synurophyceae","Synurales","Mallomonadaceae","Mallomonas","sp.4",813,6.6312,5391
131843856,"Big Moose",1996-08-20,1996,8,20,"Bacillariophyta","Bacillariophyceae","Eunotiales","Eunotiaceae","Actinella","punctata",308,1.1404,351
131843856,"Big Moose",1996-08-20,1996,8,20,"Bacillariophyta","Bacillariophyceae","unknown","unknown","unknown","sp.pennate1",1286,9.1232,11732
131843856,"Big Moose",1996-08-20,1996,8,20,"Bacillariophyta","Mediophyceae","Stephanodiscales","Stephanodiscaceae","Cyclotella","sp.",1250,6.8424,8553
131843856,"Big Moose",1996-08-20,1996,8,20,"Charophyta","Conjugatophyceae","Desmidiales","Desmidiaceae","Staurodesmus","incus",1255,4.5616,5725
131843856,"Big Moose",1996-08-20,1996,8,20,"Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadaceae","Chlamydomonas","sp.",261,5.702,1488
131843856,"Big Moose",1996-08-20,1996,8,20,"Chlorophyta","Chlorophyceae","Oedogoniales","Oedogoniaceae","Oocystis","parva",227,7.9828,1812
131843856,"Big Moose",1996-08-20,1996,8,20,"Chlorophyta","Chlorophyceae","Oedogoniales","Oedogoniaceae","Oocystis","sp.",163,27.3695,4461
131843856,"Big Moose",1996-08-20,1996,8,20,"Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae","Tetradesmus","obliquus",33,13.6847,452
131843856,"Big Moose",1996-08-20,1996,8,20,"Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae","Willea","truncata",40,77.5468,3102
131843856,"Big Moose",1996-08-20,1996,8,20,"Chlorophyta","Chlorophyceae","Sphaeropleales","Selenastraceae","Kirchneriella","lunaris",8,4.5616,36
131843856,"Big Moose",1996-08-20,1996,8,20,"Chlorophyta","Chlorophyceae","Sphaeropleales","Selenastraceae","Quadrigula","chodatii",131,25.0887,3287
131843856,"Big Moose",1996-08-20,1996,8,20,"Cryptophyta","Cryptophyceae","Cryptomonoadales","Cryptomonadaceae","Cryptomonas","erosa",838,4.5616,3823
131843856,"Big Moose",1996-08-20,1996,8,20,"Cryptophyta","Cryptophyceae","Cryptomonoadales","Cryptomonadaceae","Cryptomonas","ovata",3163,39.9138,126247
131843856,"Big Moose",1996-08-20,1996,8,20,"Cryptophyta","Cryptophyceae","Pyrenomonadales","Pyrenomonadaceae","Rhodomonas","acustris var. nannoplanctica",108,15.9655,1724
131843856,"Big Moose",1996-08-20,1996,8,20,"Cyanobacteria","Cyanophyceae","Chroococcales","Chroococcaceae","Chroococcus","sp.",160,31.9311,5109
131843856,"Big Moose",1996-08-20,1996,8,20,"Cyanobacteria","Cyanophyceae","Synechococcophycidae","Merismopediaceae","Merismopedia","tenuissima",6,3424.6054,20548
131843856,"Big Moose",1996-08-20,1996,8,20,"Miozoa","Dinophyceae","Gonyaulacales","Ceratiaceae","Ceratium","carolinianum",191400,3.4212,654818
131843856,"Big Moose",1996-08-20,1996,8,20,"Ochrophyta","Chrysophyceae","Chromulinales","Dinobryaceae","Dinobryon","divergens",339,13.6847,4639
131843856,"Big Moose",1996-08-20,1996,8,20,"Ochrophyta","Chrysophyceae","Chromulinales","Dinobryaceae","Dinobryon","sertularia",383,19.3867,7425
131843856,"Big Moose",1996-08-20,1996,8,20,"Ochrophyta","Synurophyceae","Synurales","Mallomonadaceae","Mallomonas","sp.4",813,6.8424,5563
131843856,"Big Moose",1997-07-09,1997,7,9,"Bacillariophyta","Bacillariophyceae","Eunotiales","Eunotiaceae","Eunotia","sp.",4500,0.1671,752
131843856,"Big Moose",1997-07-09,1997,7,9,"Bacillariophyta","Bacillariophyceae","Naviculales","Stauroneidaceae","Stauroneis","sp.",3200,0.7651,2448
131843856,"Big Moose",1997-07-09,1997,7,9,"Bacillariophyta","Bacillariophyceae","Tabellariales","Tabellariaceae","Tabellaria","fenestrata",2185,1.5302,3344
131843856,"Big Moose",1997-07-09,1997,7,9,"Bacillariophyta","Bacillariophyceae","unknown","unknown","unknown","sp.pennate1",1286,0.7242,931
131843856,"Big Moose",1997-07-09,1997,7,9,"Bacillariophyta","Mediophyceae","Stephanodiscales","Stephanodiscaceae","Cyclotella","sp.",1250,1.5302,1913
131843856,"Big Moose",1997-07-09,1997,7,9,"Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadaceae","Chlamydomonas","sp.",261,12.242,3195
131843856,"Big Moose",1997-07-09,1997,7,9,"Chlorophyta","Chlorophyceae","Oedogoniales","Oedogoniaceae","Oedogonium","sp.",2524,3.8256,9656
131843856,"Big Moose",1997-07-09,1997,7,9,"Chlorophyta","Chlorophyceae","Oedogoniales","Oedogoniaceae","Oocystis","solitaria",225,18.3629,4132
131843856,"Big Moose",1997-07-09,1997,7,9,"Cryptophyta","Cryptophyceae","Cryptomonoadales","Cryptomonadaceae","Cryptomonas","ovata",3163,6.121,19361
131843856,"Big Moose",1997-07-09,1997,7,9,"Cryptophyta","Cryptophyceae","Pyrenomonadales","Pyrenomonadaceae","Rhodomonas","acustris var. nannoplanctica",108,9.9466,1074
131843856,"Big Moose",1997-07-09,1997,7,9,"Cyanobacteria","Cyanophyceae","Synechococcophycidae","Merismopediaceae","Merismopedia","tenuissima",6,97.9357,588
131843856,"Big Moose",1997-07-09,1997,7,9,"Cyanobacteria","Cyanophyceae","unknown","unknown","unknown","sp.coccoid3to5microns",8,8.4164,67
131843856,"Big Moose",1997-07-09,1997,7,9,"Miozoa","Dinophyceae","Peridiniales","Peridiniaceae","Peridinium","wisconsinense",23713,0.7651,18143
131843856,"Big Moose",1997-07-09,1997,7,9,"Miozoa","Dinophyceae","Peridiniales","Peridiniopsidaceae","Parvodinium","inconspicuum",1010,11.4768,11592
131843856,"Big Moose",1997-07-09,1997,7,9,"Ochrophyta","Chrysophyceae","Chromulinales","Dinobryaceae","Dinobryon","bavaricum",442,3.8256,1691
131843856,"Big Moose",1997-07-09,1997,7,9,"Ochrophyta","Chrysophyceae","Chromulinales","Dinobryaceae","Dinobryon","sertularia",383,49.733,19048
131843856,"Big Moose",1997-07-09,1997,7,9,"Ochrophyta","Chrysophyceae","Chromulinales","Dinobryaceae","Kephyrion","sp.",45,0.1114,5
131843856,"Big Moose",1997-07-09,1997,7,9,"Ochrophyta","Chrysophyceae","unknown","unknown","unknown","sp.2",195,6.121,1194
131843856,"Big Moose",1997-07-09,1997,7,9,"Ochrophyta","Synurophyceae","Synurales","Mallomonadaceae","Mallomonas","sp.3",9976,3.8256,38164
131843856,"Big Moose",1997-07-09,1997,7,9,"Ochrophyta","Synurophyceae","Synurales","Mallomonadaceae","Mallomonas","sp.4",813,2.2954,1866
131843856,"Big Moose",1997-07-09,1997,7,9,"unknown","unknown","unknown","unknown","unknown","sp.alga flagellatelessthan10microns",93,110.1777,10247
131843856,"Big Moose",1997-08-19,1997,8,19,"Bacillariophyta","Bacillariophyceae","Tabellariales","Tabellariaceae","Tabellaria","fenestrata",2185,1.5968,3489
131843856,"Big Moose",1997-08-19,1997,8,19,"Charophyta","Conjugatophyceae","Desmidiales","Desmidiaceae","Staurastrum","sp.",2783,0.0557,155
131843856,"Big Moose",1997-08-19,1997,8,19,"Chlorophyta","Chlorophyceae","Oedogoniales","Oedogoniaceae","Oocystis","parva",227,1.5968,362
131843856,"Big Moose",1997-08-19,1997,8,19,"Chlorophyta","Chlorophyceae","Sphaeropleales","Selenastraceae","Kirchneriella","lunaris",8,2.129,17
131843856,"Big Moose",1997-08-19,1997,8,19,"Cryptophyta","Cryptophyceae","Cryptomonoadales","Cryptomonadaceae","Cryptomonas","ovata",3163,6.3871,20202
131843856,"Big Moose",1997-08-19,1997,8,19,"Cyanobacteria","Cyanophyceae","Chroococcales","Chroococcaceae","Chroococcus","sp.",160,23.4194,3747
131843856,"Big Moose",1997-08-19,1997,8,19,"Cyanobacteria","Cyanophyceae","Synechococcophycidae","Merismopediaceae","Merismopedia","tenuissima",6,350.2266,2101
131843856,"Big Moose",1997-08-19,1997,8,19,"Ochrophyta","Chrysophyceae","Chromulinales","Dinobryaceae","Dinobryon","sertularia",383,0.6685,256
131843856,"Big Moose",1997-08-19,1997,8,19,"Ochrophyta","Chrysophyceae","unknown","unknown","unknown","sp.2",195,2.9274,571
131843856,"Big Moose",1997-08-19,1997,8,19,"Ochrophyta","Synurophyceae","Synurales","Mallomonadaceae","Mallomonas","sp.3",9977,1.0645,10620
131843856,"Big Moose",1997-08-19,1997,8,19,"Ochrophyta","Synurophyceae","Synurales","Mallomonadaceae","Mallomonas","sp.4",813,8.5161,6924
131843856,"Big Moose",1997-08-19,1997,8,19,"Ochrophyta","Synurophyceae","Synurales","Synuraceae","Synura","sp.",135,1.5598,211
131843856,"Big Moose",1998-07-14,1998,7,14,"Bacillariophyta","Bacillariophyceae","Surirellales","Surirellaceae","Stenopterobia","sp.",4237,0.0557,236
131843856,"Big Moose",1998-07-14,1998,7,14,"Bacillariophyta","Bacillariophyceae","Tabellariales","Tabellariaceae","Tabellaria","fenestrata",2184,0.3342,730
131843856,"Big Moose",1998-07-14,1998,7,14,"Bacillariophyta","Bacillariophyceae","Tabellariales","Tabellariaceae","Tabellaria","flocculosa",489,2.6503,1296
131843856,"Big Moose",1998-07-14,1998,7,14,"Bacillariophyta","Bacillariophyceae","unknown","unknown","unknown","sp.pennate1",1286,1.1359,1461
131843856,"Big Moose",1998-07-14,1998,7,14,"Chlorophyta","Chlorophyceae","Oedogoniales","Oedogoniaceae","Oocystis","solitaria",225,42.7838,9626
131843856,"Big Moose",1998-07-14,1998,7,14,"Cryptophyta","Cryptophyceae","Cryptomonoadales","Cryptomonadaceae","Cryptomonas","erosa",838,1.3252,1110
131843856,"Big Moose",1998-07-14,1998,7,14,"Cryptophyta","Cryptophyceae","Cryptomonoadales","Cryptomonadaceae","Cryptomonas","ovata",3163,11.1692,35328
131843856,"Big Moose",1998-07-14,1998,7,14,"Cryptophyta","Cryptophyceae","Pyrenomonadales","Pyrenomonadaceae","Rhodomonas","acustris var. nannoplanctica",108,12.873,1390
131843856,"Big Moose",1998-07-14,1998,7,14,"Miozoa","Dinophyceae","Peridiniales","Peridiniaceae","Peridinium","wisconsinense",23711,0.6685,15851
131843856,"Big Moose",1998-07-14,1998,7,14,"Miozoa","Dinophyceae","Peridiniales","Peridiniopsidaceae","Parvodinium","inconspicuum",1010,0.9465,956
131843856,"Big Moose",1998-07-14,1998,7,14,"Ochrophyta","Chrysophyceae","Chromulinales","Dinobryaceae","Dinobryon","sertularia",383,6.0579,2320
131843856,"Big Moose",1998-07-14,1998,7,14,"Ochrophyta","Chrysophyceae","unknown","unknown","unknown","sp.1",231,2.2717,525
131843856,"Big Moose",1998-07-14,1998,7,14,"Ochrophyta","Synurophyceae","Synurales","Mallomonadaceae","Mallomonas","sp.2",616,4.1648,2566
131843856,"Big Moose",1998-07-14,1998,7,14,"Ochrophyta","Synurophyceae","Synurales","Mallomonadaceae","Mallomonas","sp.4",814,0.3342,272
131843856,"Big Moose",1998-08-17,1998,8,17,"Bacillariophyta","Bacillariophyceae","Eunotiales","Eunotiaceae","Actinella","punctata",304,0.0988,30
131843856,"Big Moose",1998-08-17,1998,8,17,"Bacillariophyta","Bacillariophyceae","Tabellariales","Tabellariaceae","Tabellaria","fenestrata",2187,0.1975,432
131843856,"Big Moose",1998-08-17,1998,8,17,"Cryptophyta","Cryptophyceae","Cryptomonoadales","Cryptomonadaceae","Cryptomonas","ovata",3163,1.6789,5310
131843856,"Big Moose",1998-08-17,1998,8,17,"Cryptophyta","Cryptophyceae","Pyrenomonadales","Pyrenomonadaceae","Rhodomonas","acustris var. nannoplanctica",108,6.2822,678
131843856,"Big Moose",1998-08-17,1998,8,17,"Cryptophyta","unknown","unknown","unknown","unknown","sp.1",835,1.1851,990
131843856,"Big Moose",1998-08-17,1998,8,17,"Cyanobacteria","Cyanophyceae","Chroococcales","Chroococcaceae","Chroococcus","sp.",160,165.0499,26408
131843856,"Big Moose",1998-08-17,1998,8,17,"Cyanobacteria","Cyanophyceae","Synechococcophycidae","Merismopediaceae","Merismopedia","tenuissima",6,1080.534,6483
131843856,"Big Moose",1998-08-17,1998,8,17,"Cyanobacteria","unknown","unknown","unknown","unknown","sp.coccoid5to10microns",152,18.2754,2778
131843856,"Big Moose",1998-08-17,1998,8,17,"Miozoa","Dinophyceae","Peridiniales","Peridiniaceae","Peridinium","wisconsinense",23712,2.8639,67910
131843856,"Big Moose",1998-08-17,1998,8,17,"Miozoa","Dinophyceae","Peridiniales","Peridiniopsidaceae","Parvodinium","inconspicuum",1010,3.9977,4038
131843856,"Big Moose",1998-08-17,1998,8,17,"Ochrophyta","Chrysophyceae","Chromulinales","Dinobryaceae","Dinobryon","bavaricum",442,6.2822,2777
131843856,"Big Moose",1998-08-17,1998,8,17,"Ochrophyta","Chrysophyceae","Chromulinales","Dinobryaceae","Dinobryon","sp.",39,8.5666,334
131843856,"Big Moose",1998-08-17,1998,8,17,"Ochrophyta","Synurophyceae","Synurales","Mallomonadaceae","Mallomonas","sp.3",9976,1.7133,17092
131843856,"Big Moose",1998-08-17,1998,8,17,"Ochrophyta","Synurophyceae","Synurales","Mallomonadaceae","Mallomonas","sp.4",813,7.9955,6500
131843856,"Big Moose",1998-08-17,1998,8,17,"Ochrophyta","Synurophyceae","Synurales","Synuraceae","Synura","sp.",135,100.1394,13519
131843856,"Big Moose",1999-06-30,1999,6,30,"Chlorophyta","unknown","unknown","unknown","unknown","unknown",87,16.8863,1469
131843856,"Big Moose",1999-06-30,1999,6,30,"Cryptophyta","Cryptophyceae","Cryptomonoadales","Cryptomonadaceae","Cryptomonas","ovata",3163,0.2264,716
131843856,"Big Moose",1999-06-30,1999,6,30,"Cryptophyta","unknown","unknown","unknown","unknown","sp.1",835,23.494,19617
