"PERMANENT_ID","lake.name","date","year","month","day","Group","Taxa","Genus","Species","ug_WWperind","org.l","mgWW.l"
131843856,"Big Moose",1994-06-30,1994,6,30,"Copepod","Calanoid","Leptodiaptomus","minutus",28.903,27.33893,0.79017709379
131843856,"Big Moose",1994-06-30,1994,6,30,"Copepod","Calanoid","Skistodiaptomus","oregonensis",80.534,0,0
131843856,"Big Moose",1994-06-30,1994,6,30,"Copepod","Cyclopoid","Cyclops","scutifer",11.192,0,0
131843856,"Big Moose",1994-06-30,1994,6,30,"Copepod","Cyclopoid","Mesocyclops","edax",40.781,0.36944,0.01506613264
131843856,"Big Moose",1994-06-30,1994,6,30,"Copepod","Cyclopoid","Orthocyclops","modestus",40.31,0,0
131843856,"Big Moose",1994-06-30,1994,6,30,"Copepod","Cyclopoid","Tropocyclops","extensus",9.828,1.03796,0.01020107088
131843856,"Big Moose",1994-06-30,1994,6,30,"Copepod","Cyclopoid","unknown","unknown",6.8,0,0
131843856,"Big Moose",1994-07-25,1994,7,25,"Cladoceran","Anomopoda","Alona","unknown",17.057,0,0
131843856,"Big Moose",1994-07-25,1994,7,25,"Cladoceran","Anomopoda","Bosmina","longirostris",8.685,5.95715,0.05173784775
131843856,"Big Moose",1994-07-25,1994,7,25,"Cladoceran","Anomopoda","Bosmina","unknown",8.273,0,0
131843856,"Big Moose",1994-07-25,1994,7,25,"Cladoceran","Anomopoda","Ceriodaphnia","quadrangula",6.678,0,0
131843856,"Big Moose",1994-07-25,1994,7,25,"Cladoceran","Anomopoda","Chydorus","unknown",10.176,0,0
131843856,"Big Moose",1994-07-25,1994,7,25,"Cladoceran","Anomopoda","Daphnia","ambigua",14.965,0,0
131843856,"Big Moose",1994-07-25,1994,7,25,"Cladoceran","Anomopoda","Daphnia","catawba",14.965,1.08159,0.01618599435
131843856,"Big Moose",1994-07-25,1994,7,25,"Cladoceran","Anomopoda","Daphnia","dubia",26.535,0,0
131843856,"Big Moose",1994-07-25,1994,7,25,"Cladoceran","Anomopoda","Daphnia","mendotae",65.754,0,0
131843856,"Big Moose",1994-07-25,1994,7,25,"Cladoceran","Anomopoda","Daphnia","parvula",28.038,0,0
131843856,"Big Moose",1994-07-25,1994,7,25,"Cladoceran","Anomopoda","Daphnia","pulex",120.902,0,0
131843856,"Big Moose",1994-07-25,1994,7,25,"Cladoceran","Anomopoda","Daphnia","pulicaria",82.439,0,0
131843856,"Big Moose",1994-07-25,1994,7,25,"Cladoceran","Anomopoda","Daphnia","retrocurva",13.668,0,0
131843856,"Big Moose",1994-07-25,1994,7,25,"Cladoceran","Ctenopoda","Diaphanosoma","birgei",10.805,0,0
131843856,"Big Moose",1994-07-25,1994,7,25,"Cladoceran","Ctenopoda","Diaphanosoma","brachyurum",10.805,0.01446,0.0001562403
131843856,"Big Moose",1994-07-25,1994,7,25,"Cladoceran","Ctenopoda","Holopedium","giberum",30.946,0,0
131843856,"Big Moose",1994-07-25,1994,7,25,"Cladoceran","Ctenopoda","Sida","crystallina",544.615,0,0
131843856,"Big Moose",1994-07-25,1994,7,25,"Cladoceran","Gymnomera","Leptodora","kindti",264.98,0,0
131843856,"Big Moose",1994-07-25,1994,7,25,"Cladoceran","Gymnomera","Polyphemus","pediculus",27.523,0.01446,0.00039798258
131843856,"Big Moose",1994-07-25,1994,7,25,"Copepod","Calanoid","Aglaodiaptomus","leptpus",70.498,0,0
131843856,"Big Moose",1994-07-25,1994,7,25,"Copepod","Calanoid","Epischura","lacustris",38.001,0,0
131843856,"Big Moose",1994-07-25,1994,7,25,"Copepod","Calanoid","Leptodiaptomus","minutus",28.903,5.17068,0.14944816404
131843856,"Big Moose",1994-07-25,1994,7,25,"Copepod","Calanoid","Skistodiaptomus","oregonensis",80.534,0,0
131843856,"Big Moose",1994-07-25,1994,7,25,"Copepod","Cyclopoid","Cyclops","scutifer",11.192,0,0
131843856,"Big Moose",1994-07-25,1994,7,25,"Copepod","Cyclopoid","Mesocyclops","edax",40.781,1.95252,0.07962571812
131843856,"Big Moose",1994-07-25,1994,7,25,"Copepod","Cyclopoid","Orthocyclops","modestus",40.31,0,0
131843856,"Big Moose",1994-07-25,1994,7,25,"Copepod","Cyclopoid","Tropocyclops","extensus",9.828,0,0
131843856,"Big Moose",1994-07-25,1994,7,25,"Copepod","Cyclopoid","unknown","unknown",6.8,0,0
131843856,"Big Moose",1994-08-30,1994,8,30,"Cladoceran","Anomopoda","Alona","unknown",17.057,0,0
131843856,"Big Moose",1994-08-30,1994,8,30,"Cladoceran","Anomopoda","Bosmina","longirostris",8.685,0.01772,0.0001538982
131843856,"Big Moose",1994-08-30,1994,8,30,"Cladoceran","Anomopoda","Bosmina","unknown",8.273,0,0
131843856,"Big Moose",1994-08-30,1994,8,30,"Cladoceran","Anomopoda","Ceriodaphnia","quadrangula",6.678,0,0
131843856,"Big Moose",1994-08-30,1994,8,30,"Cladoceran","Anomopoda","Chydorus","unknown",10.176,0,0
131843856,"Big Moose",1994-08-30,1994,8,30,"Cladoceran","Anomopoda","Daphnia","ambigua",14.965,0,0
131843856,"Big Moose",1994-08-30,1994,8,30,"Cladoceran","Anomopoda","Daphnia","catawba",14.965,4.97803,0.07449621895
131843856,"Big Moose",1994-08-30,1994,8,30,"Cladoceran","Anomopoda","Daphnia","dubia",26.535,0,0
131843856,"Big Moose",1994-08-30,1994,8,30,"Cladoceran","Anomopoda","Daphnia","mendotae",65.754,0,0
131843856,"Big Moose",1994-08-30,1994,8,30,"Cladoceran","Anomopoda","Daphnia","parvula",28.038,0,0
131843856,"Big Moose",1994-08-30,1994,8,30,"Cladoceran","Anomopoda","Daphnia","pulex",120.902,0,0
131843856,"Big Moose",1994-08-30,1994,8,30,"Cladoceran","Anomopoda","Daphnia","pulicaria",82.439,0,0
131843856,"Big Moose",1994-08-30,1994,8,30,"Cladoceran","Anomopoda","Daphnia","retrocurva",13.668,0,0
131843856,"Big Moose",1994-08-30,1994,8,30,"Cladoceran","Ctenopoda","Diaphanosoma","birgei",10.805,0,0
131843856,"Big Moose",1994-08-30,1994,8,30,"Cladoceran","Ctenopoda","Diaphanosoma","brachyurum",10.805,0.03543,0.00038282115
131843856,"Big Moose",1994-08-30,1994,8,30,"Cladoceran","Ctenopoda","Holopedium","giberum",30.946,0,0
131843856,"Big Moose",1994-08-30,1994,8,30,"Cladoceran","Ctenopoda","Sida","crystallina",544.615,0,0
131843856,"Big Moose",1994-08-30,1994,8,30,"Cladoceran","Gymnomera","Leptodora","kindti",264.98,0,0
131843856,"Big Moose",1994-08-30,1994,8,30,"Cladoceran","Gymnomera","Polyphemus","pediculus",27.523,0,0
131843856,"Big Moose",1994-08-30,1994,8,30,"Copepod","Calanoid","Aglaodiaptomus","leptpus",70.498,0,0
131843856,"Big Moose",1994-08-30,1994,8,30,"Copepod","Calanoid","Epischura","lacustris",38.001,0,0
131843856,"Big Moose",1994-08-30,1994,8,30,"Copepod","Calanoid","Leptodiaptomus","minutus",28.903,13.58773,0.39272616019
131843856,"Big Moose",1994-08-30,1994,8,30,"Copepod","Calanoid","Skistodiaptomus","oregonensis",80.534,0,0
131843856,"Big Moose",1994-08-30,1994,8,30,"Copepod","Cyclopoid","Cyclops","scutifer",11.192,0,0
131843856,"Big Moose",1994-08-30,1994,8,30,"Copepod","Cyclopoid","Mesocyclops","edax",40.781,0.95663,0.03901232803
131843856,"Big Moose",1994-08-30,1994,8,30,"Copepod","Cyclopoid","Orthocyclops","modestus",40.31,0,0
131843856,"Big Moose",1994-08-30,1994,8,30,"Copepod","Cyclopoid","Tropocyclops","extensus",9.828,0.2303,0.0022633884
131843856,"Big Moose",1994-08-30,1994,8,30,"Copepod","Cyclopoid","unknown","unknown",6.8,0,0
131843856,"Big Moose",1995-06-20,1995,6,20,"Cladoceran","Anomopoda","Alona","unknown",17.057,0,0
131843856,"Big Moose",1995-06-20,1995,6,20,"Cladoceran","Anomopoda","Bosmina","longirostris",8.685,4.50708,0.0391439898
131843856,"Big Moose",1995-06-20,1995,6,20,"Cladoceran","Anomopoda","Bosmina","unknown",8.273,0,0
131843856,"Big Moose",1995-06-20,1995,6,20,"Cladoceran","Anomopoda","Ceriodaphnia","quadrangula",6.678,0,0
131843856,"Big Moose",1995-06-20,1995,6,20,"Cladoceran","Anomopoda","Chydorus","unknown",10.176,0,0
131843856,"Big Moose",1995-06-20,1995,6,20,"Cladoceran","Anomopoda","Daphnia","ambigua",14.965,0,0
131843856,"Big Moose",1995-06-20,1995,6,20,"Cladoceran","Anomopoda","Daphnia","catawba",14.965,0.27792,0.0041590728
131843856,"Big Moose",1995-06-20,1995,6,20,"Cladoceran","Anomopoda","Daphnia","dubia",26.535,0,0
131843856,"Big Moose",1995-06-20,1995,6,20,"Cladoceran","Anomopoda","Daphnia","mendotae",65.754,0,0
131843856,"Big Moose",1995-06-20,1995,6,20,"Cladoceran","Anomopoda","Daphnia","parvula",28.038,0,0
131843856,"Big Moose",1995-06-20,1995,6,20,"Cladoceran","Anomopoda","Daphnia","pulex",120.902,0,0
131843856,"Big Moose",1995-06-20,1995,6,20,"Cladoceran","Anomopoda","Daphnia","pulicaria",82.439,0,0
131843856,"Big Moose",1995-06-20,1995,6,20,"Cladoceran","Anomopoda","Daphnia","retrocurva",13.668,0,0
131843856,"Big Moose",1995-06-20,1995,6,20,"Cladoceran","Ctenopoda","Diaphanosoma","birgei",10.805,0,0
131843856,"Big Moose",1995-06-20,1995,6,20,"Cladoceran","Ctenopoda","Diaphanosoma","brachyurum",10.805,0,0
131843856,"Big Moose",1995-06-20,1995,6,20,"Cladoceran","Ctenopoda","Holopedium","giberum",30.946,0,0
131843856,"Big Moose",1995-06-20,1995,6,20,"Cladoceran","Ctenopoda","Sida","crystallina",544.615,0,0
131843856,"Big Moose",1995-06-20,1995,6,20,"Cladoceran","Gymnomera","Leptodora","kindti",264.98,0,0
131843856,"Big Moose",1995-06-20,1995,6,20,"Cladoceran","Gymnomera","Polyphemus","pediculus",27.523,0.01208,0.00033247784
131843856,"Big Moose",1995-06-20,1995,6,20,"Copepod","Calanoid","Aglaodiaptomus","leptpus",70.498,0,0
131843856,"Big Moose",1995-06-20,1995,6,20,"Copepod","Calanoid","Epischura","lacustris",38.001,0,0
131843856,"Big Moose",1995-06-20,1995,6,20,"Copepod","Calanoid","Leptodiaptomus","minutus",28.903,17.02542,0.49208571426
131843856,"Big Moose",1995-06-20,1995,6,20,"Copepod","Calanoid","Skistodiaptomus","oregonensis",80.534,0,0
131843856,"Big Moose",1995-06-20,1995,6,20,"Copepod","Cyclopoid","Cyclops","scutifer",11.192,0.22958,0.00256945936
131843856,"Big Moose",1995-06-20,1995,6,20,"Copepod","Cyclopoid","Mesocyclops","edax",40.781,1.34125,0.05469751625
131843856,"Big Moose",1995-06-20,1995,6,20,"Copepod","Cyclopoid","Orthocyclops","modestus",40.31,0,0
131843856,"Big Moose",1995-06-20,1995,6,20,"Copepod","Cyclopoid","Tropocyclops","extensus",9.828,0,0
131843856,"Big Moose",1995-06-20,1995,6,20,"Copepod","Cyclopoid","unknown","unknown",6.8,0,0
131843856,"Big Moose",1995-08-07,1995,8,7,"Cladoceran","Anomopoda","Alona","unknown",17.057,0,0
131843856,"Big Moose",1995-08-07,1995,8,7,"Cladoceran","Anomopoda","Bosmina","longirostris",8.685,4.97,0.04316445
131843856,"Big Moose",1995-08-07,1995,8,7,"Cladoceran","Anomopoda","Bosmina","unknown",8.273,0,0
131843856,"Big Moose",1995-08-07,1995,8,7,"Cladoceran","Anomopoda","Ceriodaphnia","quadrangula",6.678,0,0
131843856,"Big Moose",1995-08-07,1995,8,7,"Cladoceran","Anomopoda","Chydorus","unknown",10.176,0,0
131843856,"Big Moose",1995-08-07,1995,8,7,"Cladoceran","Anomopoda","Daphnia","ambigua",14.965,0,0
131843856,"Big Moose",1995-08-07,1995,8,7,"Cladoceran","Anomopoda","Daphnia","catawba",14.965,3.64,0.0544726
131843856,"Big Moose",1995-08-07,1995,8,7,"Cladoceran","Anomopoda","Daphnia","dubia",26.535,0,0
131843856,"Big Moose",1995-08-07,1995,8,7,"Cladoceran","Anomopoda","Daphnia","mendotae",65.754,0,0
131843856,"Big Moose",1995-08-07,1995,8,7,"Cladoceran","Anomopoda","Daphnia","parvula",28.038,0,0
131843856,"Big Moose",1995-08-07,1995,8,7,"Cladoceran","Anomopoda","Daphnia","pulex",120.902,0,0
131843856,"Big Moose",1995-08-07,1995,8,7,"Cladoceran","Anomopoda","Daphnia","pulicaria",82.439,0,0
131843856,"Big Moose",1995-08-07,1995,8,7,"Cladoceran","Anomopoda","Daphnia","retrocurva",13.668,0,0
131843856,"Big Moose",1995-08-07,1995,8,7,"Cladoceran","Ctenopoda","Diaphanosoma","birgei",10.805,0,0
131843856,"Big Moose",1995-08-07,1995,8,7,"Cladoceran","Ctenopoda","Diaphanosoma","brachyurum",10.805,0,0
131843856,"Big Moose",1995-08-07,1995,8,7,"Cladoceran","Ctenopoda","Holopedium","giberum",30.946,0,0
131843856,"Big Moose",1995-08-07,1995,8,7,"Cladoceran","Ctenopoda","Sida","crystallina",544.615,0,0
131843856,"Big Moose",1995-08-07,1995,8,7,"Cladoceran","Gymnomera","Leptodora","kindti",264.98,0,0
131843856,"Big Moose",1995-08-07,1995,8,7,"Cladoceran","Gymnomera","Polyphemus","pediculus",27.523,0,0
131843856,"Big Moose",1995-08-07,1995,8,7,"Copepod","Calanoid","Aglaodiaptomus","leptpus",70.498,0,0
131843856,"Big Moose",1995-08-07,1995,8,7,"Copepod","Calanoid","Epischura","lacustris",38.001,0,0
131843856,"Big Moose",1995-08-07,1995,8,7,"Copepod","Calanoid","Leptodiaptomus","minutus",28.903,63.07,1.82291221
131843856,"Big Moose",1995-08-07,1995,8,7,"Copepod","Calanoid","Skistodiaptomus","oregonensis",80.534,0,0
131843856,"Big Moose",1995-08-07,1995,8,7,"Copepod","Cyclopoid","Cyclops","scutifer",11.192,0,0
131843856,"Big Moose",1995-08-07,1995,8,7,"Copepod","Cyclopoid","Mesocyclops","edax",40.781,3.78,0.15415218
131843856,"Big Moose",1995-08-07,1995,8,7,"Copepod","Cyclopoid","Orthocyclops","modestus",40.31,0,0
131843856,"Big Moose",1995-08-07,1995,8,7,"Copepod","Cyclopoid","Tropocyclops","extensus",9.828,0,0
131843856,"Big Moose",1995-08-07,1995,8,7,"Copepod","Cyclopoid","unknown","unknown",6.8,0,0
131843856,"Big Moose",1995-09-12,1995,9,12,"Cladoceran","Anomopoda","Alona","unknown",17.057,0,0
131843856,"Big Moose",1995-09-12,1995,9,12,"Cladoceran","Anomopoda","Bosmina","longirostris",8.685,0.22138,0.0019226853
131843856,"Big Moose",1995-09-12,1995,9,12,"Cladoceran","Anomopoda","Bosmina","unknown",8.273,0,0
131843856,"Big Moose",1995-09-12,1995,9,12,"Cladoceran","Anomopoda","Ceriodaphnia","quadrangula",6.678,0,0
131843856,"Big Moose",1995-09-12,1995,9,12,"Cladoceran","Anomopoda","Chydorus","unknown",10.176,0,0
131843856,"Big Moose",1995-09-12,1995,9,12,"Cladoceran","Anomopoda","Daphnia","ambigua",14.965,0,0
131843856,"Big Moose",1995-09-12,1995,9,12,"Cladoceran","Anomopoda","Daphnia","catawba",14.965,1.13457,0.01697884005
131843856,"Big Moose",1995-09-12,1995,9,12,"Cladoceran","Anomopoda","Daphnia","dubia",26.535,0,0
131843856,"Big Moose",1995-09-12,1995,9,12,"Cladoceran","Anomopoda","Daphnia","mendotae",65.754,0,0
131843856,"Big Moose",1995-09-12,1995,9,12,"Cladoceran","Anomopoda","Daphnia","parvula",28.038,0,0
131843856,"Big Moose",1995-09-12,1995,9,12,"Cladoceran","Anomopoda","Daphnia","pulex",120.902,0,0
131843856,"Big Moose",1995-09-12,1995,9,12,"Cladoceran","Anomopoda","Daphnia","pulicaria",82.439,0,0
131843856,"Big Moose",1995-09-12,1995,9,12,"Cladoceran","Anomopoda","Daphnia","retrocurva",13.668,0,0
131843856,"Big Moose",1995-09-12,1995,9,12,"Cladoceran","Ctenopoda","Diaphanosoma","birgei",10.805,0,0
131843856,"Big Moose",1995-09-12,1995,9,12,"Cladoceran","Ctenopoda","Diaphanosoma","brachyurum",10.805,0,0
131843856,"Big Moose",1995-09-12,1995,9,12,"Cladoceran","Ctenopoda","Holopedium","giberum",30.946,0,0
131843856,"Big Moose",1995-09-12,1995,9,12,"Cladoceran","Ctenopoda","Sida","crystallina",544.615,0,0
131843856,"Big Moose",1995-09-12,1995,9,12,"Cladoceran","Gymnomera","Leptodora","kindti",264.98,0,0
131843856,"Big Moose",1995-09-12,1995,9,12,"Cladoceran","Gymnomera","Polyphemus","pediculus",27.523,0,0
131843856,"Big Moose",1995-09-12,1995,9,12,"Copepod","Calanoid","Aglaodiaptomus","leptpus",70.498,0,0
131843856,"Big Moose",1995-09-12,1995,9,12,"Copepod","Calanoid","Epischura","lacustris",38.001,0,0
131843856,"Big Moose",1995-09-12,1995,9,12,"Copepod","Calanoid","Leptodiaptomus","minutus",28.903,11.27649,0.32592439047
131843856,"Big Moose",1995-09-12,1995,9,12,"Copepod","Calanoid","Skistodiaptomus","oregonensis",80.534,0,0
131843856,"Big Moose",1995-09-12,1995,9,12,"Copepod","Cyclopoid","Cyclops","scutifer",11.192,0,0
131843856,"Big Moose",1995-09-12,1995,9,12,"Copepod","Cyclopoid","Mesocyclops","edax",40.781,1.85405,0.07561001305
131843856,"Big Moose",1995-09-12,1995,9,12,"Copepod","Cyclopoid","Orthocyclops","modestus",40.31,0,0
131843856,"Big Moose",1995-09-12,1995,9,12,"Copepod","Cyclopoid","Tropocyclops","extensus",9.828,0,0
131843856,"Big Moose",1995-09-12,1995,9,12,"Copepod","Cyclopoid","unknown","unknown",6.8,0,0
131843856,"Big Moose",1996-06-26,1996,6,26,"Cladoceran","Anomopoda","Alona","unknown",17.057,0,0
131843856,"Big Moose",1996-06-26,1996,6,26,"Cladoceran","Anomopoda","Bosmina","longirostris",8.685,22.182,0.19265067
131843856,"Big Moose",1996-06-26,1996,6,26,"Cladoceran","Anomopoda","Bosmina","unknown",8.273,0,0
131843856,"Big Moose",1996-06-26,1996,6,26,"Cladoceran","Anomopoda","Ceriodaphnia","quadrangula",6.678,0,0
131843856,"Big Moose",1996-06-26,1996,6,26,"Cladoceran","Anomopoda","Chydorus","unknown",10.176,0,0
131843856,"Big Moose",1996-06-26,1996,6,26,"Cladoceran","Anomopoda","Daphnia","ambigua",14.965,0,0
131843856,"Big Moose",1996-06-26,1996,6,26,"Cladoceran","Anomopoda","Daphnia","catawba",14.965,0.13283,0.00198780095
131843856,"Big Moose",1996-06-26,1996,6,26,"Cladoceran","Anomopoda","Daphnia","dubia",26.535,0,0
131843856,"Big Moose",1996-06-26,1996,6,26,"Cladoceran","Anomopoda","Daphnia","mendotae",65.754,0,0
131843856,"Big Moose",1996-06-26,1996,6,26,"Cladoceran","Anomopoda","Daphnia","parvula",28.038,0,0
131843856,"Big Moose",1996-06-26,1996,6,26,"Cladoceran","Anomopoda","Daphnia","pulex",120.902,0,0
131843856,"Big Moose",1996-06-26,1996,6,26,"Cladoceran","Anomopoda","Daphnia","pulicaria",82.439,0,0
131843856,"Big Moose",1996-06-26,1996,6,26,"Cladoceran","Anomopoda","Daphnia","retrocurva",13.668,0,0
131843856,"Big Moose",1996-06-26,1996,6,26,"Cladoceran","Ctenopoda","Diaphanosoma","birgei",10.805,0,0
131843856,"Big Moose",1996-06-26,1996,6,26,"Cladoceran","Ctenopoda","Diaphanosoma","brachyurum",10.805,0,0
131843856,"Big Moose",1996-06-26,1996,6,26,"Cladoceran","Ctenopoda","Holopedium","giberum",30.946,0,0
131843856,"Big Moose",1996-06-26,1996,6,26,"Cladoceran","Ctenopoda","Sida","crystallina",544.615,0,0
131843856,"Big Moose",1996-06-26,1996,6,26,"Cladoceran","Gymnomera","Leptodora","kindti",264.98,0,0
131843856,"Big Moose",1996-06-26,1996,6,26,"Cladoceran","Gymnomera","Polyphemus","pediculus",27.523,0,0
131843856,"Big Moose",1996-06-26,1996,6,26,"Copepod","Calanoid","Aglaodiaptomus","leptpus",70.498,0,0
131843856,"Big Moose",1996-06-26,1996,6,26,"Copepod","Calanoid","Epischura","lacustris",38.001,0,0
131843856,"Big Moose",1996-06-26,1996,6,26,"Copepod","Calanoid","Leptodiaptomus","minutus",28.903,11.556,0.334003068
131843856,"Big Moose",1996-06-26,1996,6,26,"Copepod","Calanoid","Skistodiaptomus","oregonensis",80.534,0,0
131843856,"Big Moose",1996-06-26,1996,6,26,"Copepod","Cyclopoid","Cyclops","scutifer",11.192,3.18786,0.03567852912
131843856,"Big Moose",1996-06-26,1996,6,26,"Copepod","Cyclopoid","Mesocyclops","edax",40.781,0.008,0.000326248
131843856,"Big Moose",1996-06-26,1996,6,26,"Copepod","Cyclopoid","Orthocyclops","modestus",40.31,0,0
131843856,"Big Moose",1996-06-26,1996,6,26,"Copepod","Cyclopoid","Tropocyclops","extensus",9.828,0,0
131843856,"Big Moose",1996-06-26,1996,6,26,"Copepod","Cyclopoid","unknown","unknown",6.8,0,0
131843856,"Big Moose",1996-07-23,1996,7,23,"Cladoceran","Anomopoda","Alona","unknown",17.057,0,0
131843856,"Big Moose",1996-07-23,1996,7,23,"Cladoceran","Anomopoda","Bosmina","longirostris",8.685,23.28629,0.20224142865
131843856,"Big Moose",1996-07-23,1996,7,23,"Cladoceran","Anomopoda","Bosmina","unknown",8.273,0,0
131843856,"Big Moose",1996-07-23,1996,7,23,"Cladoceran","Anomopoda","Ceriodaphnia","quadrangula",6.678,0,0
131843856,"Big Moose",1996-07-23,1996,7,23,"Cladoceran","Anomopoda","Chydorus","unknown",10.176,0,0
131843856,"Big Moose",1996-07-23,1996,7,23,"Cladoceran","Anomopoda","Daphnia","ambigua",14.965,0,0
131843856,"Big Moose",1996-07-23,1996,7,23,"Cladoceran","Anomopoda","Daphnia","catawba",14.965,0.45363,0.00678857295
131843856,"Big Moose",1996-07-23,1996,7,23,"Cladoceran","Anomopoda","Daphnia","dubia",26.535,0,0
131843856,"Big Moose",1996-07-23,1996,7,23,"Cladoceran","Anomopoda","Daphnia","mendotae",65.754,0,0
131843856,"Big Moose",1996-07-23,1996,7,23,"Cladoceran","Anomopoda","Daphnia","parvula",28.038,0,0
131843856,"Big Moose",1996-07-23,1996,7,23,"Cladoceran","Anomopoda","Daphnia","pulex",120.902,0,0
131843856,"Big Moose",1996-07-23,1996,7,23,"Cladoceran","Anomopoda","Daphnia","pulicaria",82.439,0,0
131843856,"Big Moose",1996-07-23,1996,7,23,"Cladoceran","Anomopoda","Daphnia","retrocurva",13.668,0,0
131843856,"Big Moose",1996-07-23,1996,7,23,"Cladoceran","Ctenopoda","Diaphanosoma","birgei",10.805,0,0
131843856,"Big Moose",1996-07-23,1996,7,23,"Cladoceran","Ctenopoda","Diaphanosoma","brachyurum",10.805,0,0
131843856,"Big Moose",1996-07-23,1996,7,23,"Cladoceran","Ctenopoda","Holopedium","giberum",30.946,0,0
131843856,"Big Moose",1996-07-23,1996,7,23,"Cladoceran","Ctenopoda","Sida","crystallina",544.615,0,0
131843856,"Big Moose",1996-07-23,1996,7,23,"Cladoceran","Gymnomera","Leptodora","kindti",264.98,0,0
131843856,"Big Moose",1996-07-23,1996,7,23,"Cladoceran","Gymnomera","Polyphemus","pediculus",27.523,0,0
131843856,"Big Moose",1996-07-23,1996,7,23,"Copepod","Calanoid","Aglaodiaptomus","leptpus",70.498,0,0
131843856,"Big Moose",1996-07-23,1996,7,23,"Copepod","Calanoid","Epischura","lacustris",38.001,0,0
131843856,"Big Moose",1996-07-23,1996,7,23,"Copepod","Calanoid","Leptodiaptomus","minutus",28.903,5.34274,0.15442121422
131843856,"Big Moose",1996-07-23,1996,7,23,"Copepod","Calanoid","Skistodiaptomus","oregonensis",80.534,0,0
131843856,"Big Moose",1996-07-23,1996,7,23,"Copepod","Cyclopoid","Cyclops","scutifer",11.192,2.167,0.024253064
131843856,"Big Moose",1996-07-23,1996,7,23,"Copepod","Cyclopoid","Mesocyclops","edax",40.781,0,0
131843856,"Big Moose",1996-07-23,1996,7,23,"Copepod","Cyclopoid","Orthocyclops","modestus",40.31,0,0
131843856,"Big Moose",1996-07-23,1996,7,23,"Copepod","Cyclopoid","Tropocyclops","extensus",9.828,0,0
131843856,"Big Moose",1996-07-23,1996,7,23,"Copepod","Cyclopoid","unknown","unknown",6.8,0,0
131843856,"Big Moose",1996-08-20,1996,8,20,"Cladoceran","Anomopoda","Alona","unknown",17.057,0,0
131843856,"Big Moose",1996-08-20,1996,8,20,"Cladoceran","Anomopoda","Bosmina","longirostris",8.685,5,0.043425
131843856,"Big Moose",1996-08-20,1996,8,20,"Cladoceran","Anomopoda","Bosmina","unknown",8.273,0,0
131843856,"Big Moose",1996-08-20,1996,8,20,"Cladoceran","Anomopoda","Ceriodaphnia","quadrangula",6.678,0,0
131843856,"Big Moose",1996-08-20,1996,8,20,"Cladoceran","Anomopoda","Chydorus","unknown",10.176,0,0
131843856,"Big Moose",1996-08-20,1996,8,20,"Cladoceran","Anomopoda","Daphnia","ambigua",14.965,0,0
